image,detected_classes,max_confidence,max_damage_area_percent,road_health_score,condition
India_003110.jpg,None,0.0,0.0,100.0,GOOD
India_003119.jpg,None,0.0,0.0,100.0,GOOD
India_003125.jpg,None,0.0,0.0,100.0,GOOD
India_003143.jpg,None,0.0,0.0,100.0,GOOD
India_003177.jpg,None,0.0,0.0,100.0,GOOD
India_003185.jpg,None,0.0,0.0,100.0,GOOD
India_003205.jpg,None,0.0,0.0,100.0,GOOD
India_003236.jpg,None,0.0,0.0,100.0,GOOD
India_003243.jpg,None,0.0,0.0,100.0,GOOD
India_003247.jpg,None,0.0,0.0,100.0,GOOD
India_003265.jpg,None,0.0,0.0,100.0,GOOD
India_003270.jpg,None,0.0,0.0,100.0,GOOD
India_003274.jpg,None,0.0,0.0,100.0,GOOD
India_003278.jpg,None,0.0,0.0,100.0,GOOD
India_003292.jpg,None,0.0,0.0,100.0,GOOD
India_003309.jpg,None,0.0,0.0,100.0,GOOD
India_003310.jpg,None,0.0,0.0,100.0,GOOD
India_003313.jpg,None,0.0,0.0,100.0,GOOD
India_003339.jpg,None,0.0,0.0,100.0,GOOD
India_003373.jpg,None,0.0,0.0,100.0,GOOD
India_003376.jpg,None,0.0,0.0,100.0,GOOD
India_003398.jpg,None,0.0,0.0,100.0,GOOD
India_003401.jpg,None,0.0,0.0,100.0,GOOD
India_003404.jpg,2,0.623,3.09,97.31,GOOD
India_003415.jpg,None,0.0,0.0,100.0,GOOD
India_003422.jpg,None,0.0,0.0,100.0,GOOD
India_003432.jpg,None,0.0,0.0,100.0,GOOD
India_003435.jpg,3,0.677,0.3,99.72,GOOD
India_003456.jpg,None,0.0,0.0,100.0,GOOD
India_003468.jpg,None,0.0,0.0,100.0,GOOD
India_003475.jpg,None,0.0,0.0,100.0,GOOD
India_003480.jpg,None,0.0,0.0,100.0,GOOD
India_003482.jpg,None,0.0,0.0,100.0,GOOD
India_003490.jpg,4,0.733,0.41,99.58,GOOD
India_003495.jpg,None,0.0,0.0,100.0,GOOD
India_003498.jpg,None,0.0,0.0,100.0,GOOD
India_003505.jpg,None,0.0,0.0,100.0,GOOD
India_003535.jpg,None,0.0,0.0,100.0,GOOD
India_003556.jpg,4,0.641,0.16,99.85,GOOD
India_003560.jpg,None,0.0,0.0,100.0,GOOD
India_003561.jpg,None,0.0,0.0,100.0,GOOD
India_003565.jpg,None,0.0,0.0,100.0,GOOD
India_003568.jpg,None,0.0,0.0,100.0,GOOD
India_003576.jpg,None,0.0,0.0,100.0,GOOD
India_003587.jpg,None,0.0,0.0,100.0,GOOD
India_003611.jpg,None,0.0,0.0,100.0,GOOD
India_003616.jpg,None,0.0,0.0,100.0,GOOD
India_003624.jpg,None,0.0,0.0,100.0,GOOD
India_003636.jpg,None,0.0,0.0,100.0,GOOD
India_003652.jpg,None,0.0,0.0,100.0,GOOD
India_003677.jpg,None,0.0,0.0,100.0,GOOD
India_003686.jpg,None,0.0,0.0,100.0,GOOD
India_003697.jpg,None,0.0,0.0,100.0,GOOD
India_003702.jpg,None,0.0,0.0,100.0,GOOD
India_003722.jpg,None,0.0,0.0,100.0,GOOD
India_003738.jpg,None,0.0,0.0,100.0,GOOD
India_003742.jpg,None,0.0,0.0,100.0,GOOD
India_003747.jpg,None,0.0,0.0,100.0,GOOD
India_003764.jpg,None,0.0,0.0,100.0,GOOD
India_003774.jpg,4,0.68,0.3,99.71,GOOD
India_003788.jpg,None,0.0,0.0,100.0,GOOD
India_003806.jpg,None,0.0,0.0,100.0,GOOD
India_003827.jpg,None,0.0,0.0,100.0,GOOD
India_003831.jpg,None,0.0,0.0,100.0,GOOD
India_003835.jpg,None,0.0,0.0,100.0,GOOD
India_003839.jpg,None,0.0,0.0,100.0,GOOD
India_003841.jpg,None,0.0,0.0,100.0,GOOD
India_003852.jpg,None,0.0,0.0,100.0,GOOD
India_003854.jpg,None,0.0,0.0,100.0,GOOD
India_003859.jpg,None,0.0,0.0,100.0,GOOD
India_003864.jpg,None,0.0,0.0,100.0,GOOD
India_003865.jpg,None,0.0,0.0,100.0,GOOD
India_003883.jpg,None,0.0,0.0,100.0,GOOD
India_003886.jpg,None,0.0,0.0,100.0,GOOD
India_003913.jpg,None,0.0,0.0,100.0,GOOD
India_003925.jpg,None,0.0,0.0,100.0,GOOD
India_003926.jpg,None,0.0,0.0,100.0,GOOD
India_003939.jpg,None,0.0,0.0,100.0,GOOD
India_003943.jpg,None,0.0,0.0,100.0,GOOD
India_003944.jpg,None,0.0,0.0,100.0,GOOD
India_003948.jpg,None,0.0,0.0,100.0,GOOD
India_003953.jpg,None,0.0,0.0,100.0,GOOD
India_003975.jpg,None,0.0,0.0,100.0,GOOD
India_003980.jpg,None,0.0,0.0,100.0,GOOD
India_003981.jpg,None,0.0,0.0,100.0,GOOD
India_003993.jpg,None,0.0,0.0,100.0,GOOD
India_004003.jpg,None,0.0,0.0,100.0,GOOD
India_004040.jpg,None,0.0,0.0,100.0,GOOD
India_004066.jpg,None,0.0,0.0,100.0,GOOD
India_004102.jpg,None,0.0,0.0,100.0,GOOD
India_004116.jpg,None,0.0,0.0,100.0,GOOD
India_004151.jpg,None,0.0,0.0,100.0,GOOD
India_004158.jpg,None,0.0,0.0,100.0,GOOD
India_004181.jpg,4,0.77,0.46,99.5,GOOD
India_004183.jpg,None,0.0,0.0,100.0,GOOD
India_004193.jpg,None,0.0,0.0,100.0,GOOD
India_004194.jpg,None,0.0,0.0,100.0,GOOD
India_004205.jpg,None,0.0,0.0,100.0,GOOD
India_004209.jpg,None,0.0,0.0,100.0,GOOD
India_004249.jpg,None,0.0,0.0,100.0,GOOD
India_004253.jpg,None,0.0,0.0,100.0,GOOD
India_004264.jpg,None,0.0,0.0,100.0,GOOD
India_004268.jpg,None,0.0,0.0,100.0,GOOD
India_004270.jpg,None,0.0,0.0,100.0,GOOD
India_004274.jpg,None,0.0,0.0,100.0,GOOD
India_004285.jpg,None,0.0,0.0,100.0,GOOD
India_004306.jpg,None,0.0,0.0,100.0,GOOD
India_004311.jpg,"2,2,2,2",0.971,16.95,76.95,MODERATE
India_004364.jpg,None,0.0,0.0,100.0,GOOD
India_004370.jpg,None,0.0,0.0,100.0,GOOD
India_004376.jpg,None,0.0,0.0,100.0,GOOD
India_004392.jpg,4,0.68,0.28,99.74,GOOD
India_004427.jpg,None,0.0,0.0,100.0,GOOD
India_004443.jpg,None,0.0,0.0,100.0,GOOD
India_004449.jpg,None,0.0,0.0,100.0,GOOD
India_004450.jpg,None,0.0,0.0,100.0,GOOD
India_004458.jpg,None,0.0,0.0,100.0,GOOD
India_004461.jpg,None,0.0,0.0,100.0,GOOD
India_004468.jpg,None,0.0,0.0,100.0,GOOD
India_004469.jpg,None,0.0,0.0,100.0,GOOD
India_004480.jpg,None,0.0,0.0,100.0,GOOD
India_004485.jpg,None,0.0,0.0,100.0,GOOD
India_004489.jpg,None,0.0,0.0,100.0,GOOD
India_004497.jpg,None,0.0,0.0,100.0,GOOD
India_004500.jpg,None,0.0,0.0,100.0,GOOD
India_004509.jpg,None,0.0,0.0,100.0,GOOD
India_004513.jpg,None,0.0,0.0,100.0,GOOD
India_004525.jpg,None,0.0,0.0,100.0,GOOD
India_004548.jpg,None,0.0,0.0,100.0,GOOD
India_004551.jpg,None,0.0,0.0,100.0,GOOD
India_004556.jpg,None,0.0,0.0,100.0,GOOD
India_004563.jpg,2,0.798,16.2,81.9,GOOD
India_004632.jpg,None,0.0,0.0,100.0,GOOD
India_004633.jpg,None,0.0,0.0,100.0,GOOD
India_004637.jpg,None,0.0,0.0,100.0,GOOD
India_004650.jpg,None,0.0,0.0,100.0,GOOD
India_004655.jpg,None,0.0,0.0,100.0,GOOD
India_004666.jpg,None,0.0,0.0,100.0,GOOD
India_004669.jpg,None,0.0,0.0,100.0,GOOD
India_004675.jpg,None,0.0,0.0,100.0,GOOD
India_004690.jpg,None,0.0,0.0,100.0,GOOD
India_004694.jpg,None,0.0,0.0,100.0,GOOD
India_004710.jpg,None,0.0,0.0,100.0,GOOD
India_004714.jpg,None,0.0,0.0,100.0,GOOD
India_004721.jpg,None,0.0,0.0,100.0,GOOD
India_004723.jpg,None,0.0,0.0,100.0,GOOD
India_004735.jpg,None,0.0,0.0,100.0,GOOD
India_004739.jpg,None,0.0,0.0,100.0,GOOD
India_004743.jpg,None,0.0,0.0,100.0,GOOD
India_004756.jpg,None,0.0,0.0,100.0,GOOD
India_004815.jpg,None,0.0,0.0,100.0,GOOD
India_004817.jpg,None,0.0,0.0,100.0,GOOD
India_004819.jpg,None,0.0,0.0,100.0,GOOD
India_004827.jpg,None,0.0,0.0,100.0,GOOD
India_004830.jpg,None,0.0,0.0,100.0,GOOD
India_004837.jpg,None,0.0,0.0,100.0,GOOD
India_004842.jpg,None,0.0,0.0,100.0,GOOD
India_004853.jpg,None,0.0,0.0,100.0,GOOD
India_004880.jpg,None,0.0,0.0,100.0,GOOD
India_004898.jpg,None,0.0,0.0,100.0,GOOD
India_004922.jpg,None,0.0,0.0,100.0,GOOD
India_004938.jpg,None,0.0,0.0,100.0,GOOD
India_004949.jpg,None,0.0,0.0,100.0,GOOD
India_004954.jpg,None,0.0,0.0,100.0,GOOD
India_004959.jpg,4,0.608,0.24,99.8,GOOD
India_004977.jpg,None,0.0,0.0,100.0,GOOD
India_004980.jpg,None,0.0,0.0,100.0,GOOD
India_004981.jpg,None,0.0,0.0,100.0,GOOD
India_004989.jpg,None,0.0,0.0,100.0,GOOD
India_004992.jpg,None,0.0,0.0,100.0,GOOD
India_005035.jpg,None,0.0,0.0,100.0,GOOD
India_005036.jpg,None,0.0,0.0,100.0,GOOD
India_005040.jpg,None,0.0,0.0,100.0,GOOD
India_005070.jpg,None,0.0,0.0,100.0,GOOD
India_005071.jpg,None,0.0,0.0,100.0,GOOD
India_005104.jpg,None,0.0,0.0,100.0,GOOD
India_005127.jpg,None,0.0,0.0,100.0,GOOD
India_005129.jpg,None,0.0,0.0,100.0,GOOD
India_005135.jpg,None,0.0,0.0,100.0,GOOD
India_005138.jpg,"2,2",0.915,16.83,78.44,MODERATE
India_005141.jpg,None,0.0,0.0,100.0,GOOD
India_005152.jpg,None,0.0,0.0,100.0,GOOD
India_005153.jpg,None,0.0,0.0,100.0,GOOD
India_005174.jpg,None,0.0,0.0,100.0,GOOD
India_005197.jpg,4,0.637,0.84,99.25,GOOD
India_005214.jpg,None,0.0,0.0,100.0,GOOD
India_005220.jpg,None,0.0,0.0,100.0,GOOD
India_005233.jpg,None,0.0,0.0,100.0,GOOD
India_005284.jpg,None,0.0,0.0,100.0,GOOD
India_005298.jpg,None,0.0,0.0,100.0,GOOD
India_005302.jpg,None,0.0,0.0,100.0,GOOD
India_005305.jpg,None,0.0,0.0,100.0,GOOD
India_005310.jpg,None,0.0,0.0,100.0,GOOD
India_005314.jpg,None,0.0,0.0,100.0,GOOD
India_005351.jpg,None,0.0,0.0,100.0,GOOD
India_005365.jpg,None,0.0,0.0,100.0,GOOD
India_005369.jpg,None,0.0,0.0,100.0,GOOD
India_005372.jpg,None,0.0,0.0,100.0,GOOD
India_005376.jpg,None,0.0,0.0,100.0,GOOD
India_005412.jpg,None,0.0,0.0,100.0,GOOD
India_005421.jpg,None,0.0,0.0,100.0,GOOD
India_005433.jpg,None,0.0,0.0,100.0,GOOD
India_005446.jpg,None,0.0,0.0,100.0,GOOD
India_005447.jpg,None,0.0,0.0,100.0,GOOD
India_005461.jpg,None,0.0,0.0,100.0,GOOD
India_005473.jpg,None,0.0,0.0,100.0,GOOD
India_005489.jpg,None,0.0,0.0,100.0,GOOD
India_005493.jpg,None,0.0,0.0,100.0,GOOD
India_005519.jpg,None,0.0,0.0,100.0,GOOD
India_005528.jpg,None,0.0,0.0,100.0,GOOD
India_005534.jpg,None,0.0,0.0,100.0,GOOD
India_005535.jpg,None,0.0,0.0,100.0,GOOD
India_005557.jpg,None,0.0,0.0,100.0,GOOD
India_005559.jpg,None,0.0,0.0,100.0,GOOD
India_005563.jpg,None,0.0,0.0,100.0,GOOD
India_005576.jpg,None,0.0,0.0,100.0,GOOD
India_005588.jpg,None,0.0,0.0,100.0,GOOD
India_005601.jpg,None,0.0,0.0,100.0,GOOD
India_005612.jpg,"4,4",0.755,0.5,99.47,GOOD
India_005643.jpg,None,0.0,0.0,100.0,GOOD
India_005660.jpg,None,0.0,0.0,100.0,GOOD
India_005681.jpg,None,0.0,0.0,100.0,GOOD
India_005697.jpg,None,0.0,0.0,100.0,GOOD
India_005707.jpg,None,0.0,0.0,100.0,GOOD
India_005713.jpg,None,0.0,0.0,100.0,GOOD
India_005746.jpg,None,0.0,0.0,100.0,GOOD
India_005758.jpg,None,0.0,0.0,100.0,GOOD
India_005762.jpg,None,0.0,0.0,100.0,GOOD
India_005765.jpg,None,0.0,0.0,100.0,GOOD
India_005767.jpg,None,0.0,0.0,100.0,GOOD
India_005774.jpg,None,0.0,0.0,100.0,GOOD
India_005777.jpg,None,0.0,0.0,100.0,GOOD
India_005788.jpg,None,0.0,0.0,100.0,GOOD
India_005815.jpg,None,0.0,0.0,100.0,GOOD
India_005817.jpg,None,0.0,0.0,100.0,GOOD
India_005835.jpg,None,0.0,0.0,100.0,GOOD
India_005839.jpg,None,0.0,0.0,100.0,GOOD
India_005859.jpg,None,0.0,0.0,100.0,GOOD
India_005861.jpg,None,0.0,0.0,100.0,GOOD
India_005862.jpg,None,0.0,0.0,100.0,GOOD
India_005868.jpg,None,0.0,0.0,100.0,GOOD
India_005871.jpg,None,0.0,0.0,100.0,GOOD
India_005901.jpg,None,0.0,0.0,100.0,GOOD
India_005913.jpg,None,0.0,0.0,100.0,GOOD
India_005921.jpg,None,0.0,0.0,100.0,GOOD
India_005933.jpg,None,0.0,0.0,100.0,GOOD
India_005949.jpg,None,0.0,0.0,100.0,GOOD
India_005968.jpg,4,0.802,0.22,99.76,GOOD
India_005995.jpg,None,0.0,0.0,100.0,GOOD
India_006000.jpg,None,0.0,0.0,100.0,GOOD
India_006020.jpg,None,0.0,0.0,100.0,GOOD
India_006027.jpg,None,0.0,0.0,100.0,GOOD
India_006031.jpg,None,0.0,0.0,100.0,GOOD
India_006036.jpg,None,0.0,0.0,100.0,GOOD
India_006057.jpg,None,0.0,0.0,100.0,GOOD
India_006058.jpg,None,0.0,0.0,100.0,GOOD
India_006060.jpg,None,0.0,0.0,100.0,GOOD
India_006062.jpg,None,0.0,0.0,100.0,GOOD
India_006065.jpg,None,0.0,0.0,100.0,GOOD
India_006076.jpg,None,0.0,0.0,100.0,GOOD
India_006094.jpg,None,0.0,0.0,100.0,GOOD
India_006097.jpg,None,0.0,0.0,100.0,GOOD
India_006114.jpg,None,0.0,0.0,100.0,GOOD
India_006115.jpg,None,0.0,0.0,100.0,GOOD
India_006126.jpg,None,0.0,0.0,100.0,GOOD
India_006127.jpg,None,0.0,0.0,100.0,GOOD
India_006129.jpg,None,0.0,0.0,100.0,GOOD
India_006150.jpg,None,0.0,0.0,100.0,GOOD
India_006152.jpg,None,0.0,0.0,100.0,GOOD
India_006174.jpg,None,0.0,0.0,100.0,GOOD
India_006177.jpg,None,0.0,0.0,100.0,GOOD
India_006197.jpg,None,0.0,0.0,100.0,GOOD
India_006214.jpg,None,0.0,0.0,100.0,GOOD
India_006238.jpg,None,0.0,0.0,100.0,GOOD
India_006241.jpg,None,0.0,0.0,100.0,GOOD
India_006253.jpg,None,0.0,0.0,100.0,GOOD
India_006257.jpg,None,0.0,0.0,100.0,GOOD
India_006260.jpg,None,0.0,0.0,100.0,GOOD
India_006262.jpg,None,0.0,0.0,100.0,GOOD
India_006274.jpg,None,0.0,0.0,100.0,GOOD
India_006290.jpg,None,0.0,0.0,100.0,GOOD
India_006305.jpg,None,0.0,0.0,100.0,GOOD
India_006319.jpg,None,0.0,0.0,100.0,GOOD
India_006320.jpg,None,0.0,0.0,100.0,GOOD
India_006325.jpg,None,0.0,0.0,100.0,GOOD
India_006327.jpg,None,0.0,0.0,100.0,GOOD
India_006329.jpg,None,0.0,0.0,100.0,GOOD
India_006342.jpg,None,0.0,0.0,100.0,GOOD
India_006363.jpg,"2,2,2,2",0.827,16.73,80.62,GOOD
India_006364.jpg,None,0.0,0.0,100.0,GOOD
India_006373.jpg,None,0.0,0.0,100.0,GOOD
India_006378.jpg,None,0.0,0.0,100.0,GOOD
India_006386.jpg,None,0.0,0.0,100.0,GOOD
India_006466.jpg,None,0.0,0.0,100.0,GOOD
India_006490.jpg,None,0.0,0.0,100.0,GOOD
India_006502.jpg,None,0.0,0.0,100.0,GOOD
India_006504.jpg,None,0.0,0.0,100.0,GOOD
India_006530.jpg,None,0.0,0.0,100.0,GOOD
India_006535.jpg,None,0.0,0.0,100.0,GOOD
India_006537.jpg,2,0.813,11.87,86.49,GOOD
India_006543.jpg,None,0.0,0.0,100.0,GOOD
India_006576.jpg,None,0.0,0.0,100.0,GOOD
India_006582.jpg,None,0.0,0.0,100.0,GOOD
India_006619.jpg,None,0.0,0.0,100.0,GOOD
India_006635.jpg,None,0.0,0.0,100.0,GOOD
India_006640.jpg,None,0.0,0.0,100.0,GOOD
India_006645.jpg,None,0.0,0.0,100.0,GOOD
India_006652.jpg,None,0.0,0.0,100.0,GOOD
India_006668.jpg,None,0.0,0.0,100.0,GOOD
India_006670.jpg,None,0.0,0.0,100.0,GOOD
India_006674.jpg,None,0.0,0.0,100.0,GOOD
India_006677.jpg,None,0.0,0.0,100.0,GOOD
India_006713.jpg,4,0.741,0.16,99.84,GOOD
India_006730.jpg,None,0.0,0.0,100.0,GOOD
India_006749.jpg,None,0.0,0.0,100.0,GOOD
India_006751.jpg,None,0.0,0.0,100.0,GOOD
India_006767.jpg,None,0.0,0.0,100.0,GOOD
India_006789.jpg,None,0.0,0.0,100.0,GOOD
India_006809.jpg,None,0.0,0.0,100.0,GOOD
India_006817.jpg,None,0.0,0.0,100.0,GOOD
India_006820.jpg,None,0.0,0.0,100.0,GOOD
India_006835.jpg,None,0.0,0.0,100.0,GOOD
India_006850.jpg,None,0.0,0.0,100.0,GOOD
India_006882.jpg,None,0.0,0.0,100.0,GOOD
India_006903.jpg,None,0.0,0.0,100.0,GOOD
India_006943.jpg,None,0.0,0.0,100.0,GOOD
India_006947.jpg,None,0.0,0.0,100.0,GOOD
India_006953.jpg,None,0.0,0.0,100.0,GOOD
India_007007.jpg,2,0.728,21.88,77.69,MODERATE
India_007017.jpg,None,0.0,0.0,100.0,GOOD
India_007019.jpg,None,0.0,0.0,100.0,GOOD
India_007032.jpg,None,0.0,0.0,100.0,GOOD
India_007034.jpg,None,0.0,0.0,100.0,GOOD
India_007048.jpg,None,0.0,0.0,100.0,GOOD
India_007052.jpg,None,0.0,0.0,100.0,GOOD
India_007055.jpg,None,0.0,0.0,100.0,GOOD
India_007088.jpg,None,0.0,0.0,100.0,GOOD
India_007122.jpg,None,0.0,0.0,100.0,GOOD
India_007175.jpg,None,0.0,0.0,100.0,GOOD
India_007178.jpg,None,0.0,0.0,100.0,GOOD
India_007183.jpg,2,0.719,15.32,84.58,GOOD
India_007197.jpg,None,0.0,0.0,100.0,GOOD
India_007200.jpg,None,0.0,0.0,100.0,GOOD
India_007205.jpg,"4,4",0.683,2.68,97.44,GOOD
India_007271.jpg,None,0.0,0.0,100.0,GOOD
India_007279.jpg,None,0.0,0.0,100.0,GOOD
India_007281.jpg,None,0.0,0.0,100.0,GOOD
India_007285.jpg,None,0.0,0.0,100.0,GOOD
India_007293.jpg,4,0.75,0.39,99.59,GOOD
India_007299.jpg,None,0.0,0.0,100.0,GOOD
India_007308.jpg,None,0.0,0.0,100.0,GOOD
India_007327.jpg,None,0.0,0.0,100.0,GOOD
India_007349.jpg,None,0.0,0.0,100.0,GOOD
India_007362.jpg,None,0.0,0.0,100.0,GOOD
India_007390.jpg,None,0.0,0.0,100.0,GOOD
India_007398.jpg,None,0.0,0.0,100.0,GOOD
India_007399.jpg,None,0.0,0.0,100.0,GOOD
India_007412.jpg,None,0.0,0.0,100.0,GOOD
India_007418.jpg,None,0.0,0.0,100.0,GOOD
India_007419.jpg,None,0.0,0.0,100.0,GOOD
India_007420.jpg,None,0.0,0.0,100.0,GOOD
India_007426.jpg,None,0.0,0.0,100.0,GOOD
India_007431.jpg,3,0.63,0.59,99.48,GOOD
India_007463.jpg,None,0.0,0.0,100.0,GOOD
India_007476.jpg,None,0.0,0.0,100.0,GOOD
India_007487.jpg,None,0.0,0.0,100.0,GOOD
India_007492.jpg,None,0.0,0.0,100.0,GOOD
India_007494.jpg,None,0.0,0.0,100.0,GOOD
India_007498.jpg,None,0.0,0.0,100.0,GOOD
India_007509.jpg,None,0.0,0.0,100.0,GOOD
India_007511.jpg,None,0.0,0.0,100.0,GOOD
India_007514.jpg,None,0.0,0.0,100.0,GOOD
India_007529.jpg,None,0.0,0.0,100.0,GOOD
India_007538.jpg,None,0.0,0.0,100.0,GOOD
India_007548.jpg,None,0.0,0.0,100.0,GOOD
India_007555.jpg,None,0.0,0.0,100.0,GOOD
India_007576.jpg,None,0.0,0.0,100.0,GOOD
India_007590.jpg,None,0.0,0.0,100.0,GOOD
India_007595.jpg,None,0.0,0.0,100.0,GOOD
India_007615.jpg,None,0.0,0.0,100.0,GOOD
India_007616.jpg,None,0.0,0.0,100.0,GOOD
India_007618.jpg,None,0.0,0.0,100.0,GOOD
India_007621.jpg,None,0.0,0.0,100.0,GOOD
India_007628.jpg,None,0.0,0.0,100.0,GOOD
India_007630.jpg,None,0.0,0.0,100.0,GOOD
India_007633.jpg,None,0.0,0.0,100.0,GOOD
India_007637.jpg,None,0.0,0.0,100.0,GOOD
India_007646.jpg,None,0.0,0.0,100.0,GOOD
India_007647.jpg,None,0.0,0.0,100.0,GOOD
India_007652.jpg,None,0.0,0.0,100.0,GOOD
India_007655.jpg,None,0.0,0.0,100.0,GOOD
India_007668.jpg,None,0.0,0.0,100.0,GOOD
India_007676.jpg,"2,2",0.739,11.93,87.66,GOOD
India_007706.jpg,None,0.0,0.0,100.0,GOOD
India_007716.jpg,None,0.0,0.0,100.0,GOOD
India_007723.jpg,None,0.0,0.0,100.0,GOOD
India_007733.jpg,None,0.0,0.0,100.0,GOOD
India_007776.jpg,None,0.0,0.0,100.0,GOOD
India_007781.jpg,4,0.64,0.27,99.76,GOOD
India_007782.jpg,None,0.0,0.0,100.0,GOOD
India_007785.jpg,None,0.0,0.0,100.0,GOOD
India_007789.jpg,None,0.0,0.0,100.0,GOOD
India_007791.jpg,None,0.0,0.0,100.0,GOOD
India_007809.jpg,None,0.0,0.0,100.0,GOOD
India_007816.jpg,None,0.0,0.0,100.0,GOOD
India_007834.jpg,None,0.0,0.0,100.0,GOOD
India_007836.jpg,None,0.0,0.0,100.0,GOOD
India_007884.jpg,None,0.0,0.0,100.0,GOOD
India_007946.jpg,None,0.0,0.0,100.0,GOOD
India_007955.jpg,4,0.612,0.52,99.55,GOOD
India_007974.jpg,None,0.0,0.0,100.0,GOOD
India_007981.jpg,None,0.0,0.0,100.0,GOOD
India_008014.jpg,None,0.0,0.0,100.0,GOOD
India_008017.jpg,None,0.0,0.0,100.0,GOOD
India_008019.jpg,None,0.0,0.0,100.0,GOOD
India_008022.jpg,4,0.627,0.75,99.34,GOOD
India_008027.jpg,None,0.0,0.0,100.0,GOOD
India_008035.jpg,None,0.0,0.0,100.0,GOOD
India_008050.jpg,None,0.0,0.0,100.0,GOOD
India_008056.jpg,None,0.0,0.0,100.0,GOOD
India_008079.jpg,None,0.0,0.0,100.0,GOOD
India_008103.jpg,None,0.0,0.0,100.0,GOOD
India_008109.jpg,None,0.0,0.0,100.0,GOOD
India_008130.jpg,None,0.0,0.0,100.0,GOOD
India_008142.jpg,4,0.768,0.18,99.81,GOOD
India_008153.jpg,2,0.603,15.56,86.86,GOOD
India_008222.jpg,None,0.0,0.0,100.0,GOOD
India_008223.jpg,None,0.0,0.0,100.0,GOOD
India_008227.jpg,None,0.0,0.0,100.0,GOOD
India_008238.jpg,None,0.0,0.0,100.0,GOOD
India_008239.jpg,None,0.0,0.0,100.0,GOOD
India_008241.jpg,None,0.0,0.0,100.0,GOOD
India_008249.jpg,None,0.0,0.0,100.0,GOOD
India_008263.jpg,None,0.0,0.0,100.0,GOOD
India_008282.jpg,None,0.0,0.0,100.0,GOOD
India_008296.jpg,None,0.0,0.0,100.0,GOOD
India_008301.jpg,None,0.0,0.0,100.0,GOOD
India_008304.jpg,None,0.0,0.0,100.0,GOOD
India_008306.jpg,None,0.0,0.0,100.0,GOOD
India_008307.jpg,None,0.0,0.0,100.0,GOOD
India_008314.jpg,None,0.0,0.0,100.0,GOOD
India_008317.jpg,None,0.0,0.0,100.0,GOOD
India_008322.jpg,None,0.0,0.0,100.0,GOOD
India_008336.jpg,None,0.0,0.0,100.0,GOOD
India_008374.jpg,None,0.0,0.0,100.0,GOOD
India_008395.jpg,None,0.0,0.0,100.0,GOOD
India_008421.jpg,None,0.0,0.0,100.0,GOOD
India_008429.jpg,None,0.0,0.0,100.0,GOOD
India_008437.jpg,None,0.0,0.0,100.0,GOOD
India_008440.jpg,None,0.0,0.0,100.0,GOOD
India_008471.jpg,"2,2",0.853,13.85,83.46,GOOD
India_008479.jpg,None,0.0,0.0,100.0,GOOD
India_008486.jpg,None,0.0,0.0,100.0,GOOD
India_008488.jpg,None,0.0,0.0,100.0,GOOD
India_008503.jpg,None,0.0,0.0,100.0,GOOD
India_008504.jpg,None,0.0,0.0,100.0,GOOD
India_008535.jpg,None,0.0,0.0,100.0,GOOD
India_008548.jpg,None,0.0,0.0,100.0,GOOD
India_008563.jpg,None,0.0,0.0,100.0,GOOD
India_008572.jpg,None,0.0,0.0,100.0,GOOD
India_008575.jpg,None,0.0,0.0,100.0,GOOD
India_008614.jpg,None,0.0,0.0,100.0,GOOD
India_008623.jpg,None,0.0,0.0,100.0,GOOD
India_008636.jpg,None,0.0,0.0,100.0,GOOD
India_008649.jpg,None,0.0,0.0,100.0,GOOD
India_008664.jpg,None,0.0,0.0,100.0,GOOD
India_008670.jpg,None,0.0,0.0,100.0,GOOD
India_008673.jpg,None,0.0,0.0,100.0,GOOD
India_008675.jpg,None,0.0,0.0,100.0,GOOD
India_008694.jpg,None,0.0,0.0,100.0,GOOD
India_008695.jpg,None,0.0,0.0,100.0,GOOD
India_008698.jpg,None,0.0,0.0,100.0,GOOD
India_008701.jpg,None,0.0,0.0,100.0,GOOD
India_008703.jpg,None,0.0,0.0,100.0,GOOD
India_008715.jpg,None,0.0,0.0,100.0,GOOD
India_008719.jpg,None,0.0,0.0,100.0,GOOD
India_008724.jpg,None,0.0,0.0,100.0,GOOD
India_008728.jpg,None,0.0,0.0,100.0,GOOD
India_008746.jpg,None,0.0,0.0,100.0,GOOD
India_008771.jpg,None,0.0,0.0,100.0,GOOD
India_008789.jpg,None,0.0,0.0,100.0,GOOD
India_008792.jpg,None,0.0,0.0,100.0,GOOD
India_008796.jpg,None,0.0,0.0,100.0,GOOD
India_008819.jpg,None,0.0,0.0,100.0,GOOD
India_008839.jpg,None,0.0,0.0,100.0,GOOD
India_008851.jpg,None,0.0,0.0,100.0,GOOD
India_008870.jpg,None,0.0,0.0,100.0,GOOD
India_008953.jpg,None,0.0,0.0,100.0,GOOD
India_008957.jpg,None,0.0,0.0,100.0,GOOD
India_008971.jpg,None,0.0,0.0,100.0,GOOD
India_008988.jpg,None,0.0,0.0,100.0,GOOD
India_008990.jpg,None,0.0,0.0,100.0,GOOD
India_008991.jpg,None,0.0,0.0,100.0,GOOD
India_008993.jpg,None,0.0,0.0,100.0,GOOD
India_009001.jpg,None,0.0,0.0,100.0,GOOD
India_009027.jpg,None,0.0,0.0,100.0,GOOD
India_009051.jpg,None,0.0,0.0,100.0,GOOD
