u,v,key,health_score
2837582052,2837285123,0,57
2837582053,2837582052,0,65
2837582058,7941820288,0,90
2837582058,7954366863,0,77
2837582060,2837285137,0,70
2837582060,2837285143,0,50
2837582060,2837582017,0,60
2837582061,2837582064,0,100
2837582061,11047655470,0,67
2837582062,3776032378,0,87
2837582064,2837582067,0,57
2837582064,4247888872,0,75
2837582066,2837581832,0,100
2837582066,2837582084,0,65
2837582066,2837582023,0,50
2837582067,1880442620,0,52
2837582067,3776010689,0,87
2837582069,2837582052,0,100
2837582069,2837582241,0,94
2837582069,2837285123,0,80
2837582070,11047635702,0,94
2837582070,2837582223,0,88
2837582073,7941816984,0,59
2837582073,2837285158,0,73
2837582073,2837582044,0,99
2837582074,2837285145,0,55
2837582074,2837582076,0,65
2837582074,2837582020,0,60
2837582075,2837582070,0,81
2837582075,4247888878,0,55
2837582076,2837582074,0,93
2837582076,2837582077,0,89
2837582076,2837582026,0,71
2837582077,2837582076,0,98
2837582077,2575448057,0,90
2837582077,2837582031,0,53
2837582078,13153807940,0,53
2837582078,6583655698,0,72
2837582080,7127597643,0,91
2837582080,4247888870,0,59
2837582084,2837581820,0,94
2837582084,7222567575,0,84
2837582084,2837582066,0,100
2837582086,2841518738,0,56
2837582091,2833127582,0,58
2837582091,2837285184,0,81
2837582091,2837582222,0,64
2837582202,2837582221,0,70
2837582202,1880442672,0,85
2837582221,2837582229,0,100
2837582221,2837582202,0,91
2837582221,2837582245,0,98
2837582222,7911697784,0,72
2837582222,2837285211,0,78
2837582222,2841518746,0,96
2837582222,2837582091,0,62
2837582223,2837582070,0,51
2837582226,3776015550,0,94
2837582226,8518100577,0,74
2837582229,2837582257,0,72
2837582229,2837582234,0,96
2837582229,2837582221,0,58
2837582232,12200868900,0,66
2837582232,2841518738,0,52
2837582232,2833127626,0,81
2837582233,3430413638,0,95
2837582234,2837582261,0,78
2837582234,2837582243,0,85
2837582234,2837582229,0,68
2837582241,2837582069,0,84
2837582243,2837582270,0,94
2837582243,2837582234,0,81
2837582243,7916815902,0,62
2837582245,2837582221,0,86
2837582248,1880442596,0,61
2837582248,3776032391,0,84
2837582248,2841518732,0,72
2837582250,7941820302,0,70
2837582253,4247888870,0,96
2837582255,2837582294,0,79
2837582255,2575615517,0,67
2837582255,2575626611,0,88
2837582257,2837582229,0,85
2837582258,2575626607,0,60
2837582258,2575626611,0,54
2837582258,2837582297,0,83
2837582261,2837582234,0,59
2837582262,2837582268,0,78
2837582262,7954366876,0,68
2837582262,7941820302,0,66
2837582268,2837582283,0,84
2837582268,2837582262,0,73
2837582268,3777918353,0,79
2837582270,2837582243,0,50
2837582271,2837582276,0,99
2837582271,2575608317,0,90
2837582271,2837582273,0,82
2837582273,2575621993,0,74
2837582273,2837582279,0,96
2837582273,2837582271,0,61
2837582276,2837582271,0,51
2837582276,2837582279,0,89
2837582276,2837582508,0,73
2837582279,2837285252,0,99
2837582279,2837582273,0,89
2837582279,2837582276,0,65
2837582283,2837582296,0,70
2837582283,7954366877,0,96
2837582283,2837582268,0,54
2837582285,2837285265,0,92
2837582285,2837285202,0,84
2837582285,2837285246,0,74
2837582285,2841299586,0,62
2837582292,2575626607,0,83
2837582292,2837582297,0,93
2837582292,7941961008,0,81
2837582294,2837582517,0,99
2837582294,2837582255,0,85
2837582294,2837582297,0,59
2837582296,7954366878,0,89
2837582296,2837582283,0,68
2837582296,3777918355,0,70
2837582297,2837582258,0,76
2837582297,2837582292,0,91
2837582297,2837582294,0,70
2837582298,2837285246,0,57
2837582298,2837285218,0,56
2837582298,7916815892,0,83
2837582503,2837285265,0,92
2837582503,2837285206,0,54
2837582503,2841299586,0,52
2837582504,2841299590,0,58
2837582504,2841299572,0,61
2837582504,2837582539,0,52
2837582508,2837582518,0,62
2837582508,2837582519,0,56
2837582508,2837582276,0,81
2837582510,2837582525,0,62
2837582510,2837582513,0,56
2837582510,7954366879,0,52
2837582513,2837582510,0,86
2837582516,2575634835,0,91
2837582516,2575626605,0,74
2837582516,2575634845,0,92
2837582517,2837582294,0,81
2837582517,2575615517,0,83
2837582517,2837582565,0,89
2837582517,7941961001,0,94
2837582518,2837582523,0,87
2837582518,2837582508,0,66
2837582518,7941961003,0,53
2837582519,2837582530,0,73
2837582519,2837582523,0,64
2837582519,2837582508,0,88
2837582520,2837582528,0,95
2837582520,7222567543,0,54
2837582520,2837285271,0,50
2837582523,2837582519,0,63
2837582523,2837582518,0,91
2837582523,2837582538,0,81
2837582525,3777922965,0,55
2837582525,2837582544,0,79
2837582525,2837582510,0,90
2837582526,2837582550,0,53
2837582526,2837285246,0,73
2837582526,2837582579,0,85
2837582528,2837582520,0,97
2837582528,7916815892,0,76
2837582528,2837582550,0,73
2837582530,13606963224,0,100
2837582530,13606963225,0,95
2837582530,2837582519,0,53
2837582533,2837582543,0,89
2837582533,13606963224,0,67
2837582533,2837285252,0,83
2837582537,2837285271,0,52
2837582537,1880442782,0,96
2837582537,2837582566,0,54
2837582538,2837582562,0,69
2837582538,13606963225,0,54
2837582538,2837582523,0,63
2837582539,13607003526,0,83
2837582539,2837285283,0,56
2837582539,4150844669,0,56
2837582539,2837582504,0,96
2837582542,2837582552,0,64
2837582542,2575611999,0,84
2837582542,2575634835,0,74
2837582543,2837582533,0,62
2837582543,7941892818,0,62
2837582543,7942133088,0,83
2837582544,2837582556,0,92
2837582544,2837582525,0,65
2837582544,2837582553,0,86
2837582544,3777922967,0,90
2837582550,2837285297,0,61
2837582550,2837582526,0,85
2837582550,2837582528,0,97
2837582550,2837285295,0,85
2837582552,2575626606,0,76
2837582552,2575626605,0,97
2837582552,2837582542,0,56
2837582553,2575634838,0,99
2837582553,2837582544,0,90
2837582553,2837285457,0,86
2837582555,2837582556,0,72
2837582556,2837582569,0,93
2837582556,2837582544,0,79
2837582556,2837582555,0,94
2837582561,2837582573,0,92
2837582561,7942088320,0,77
2837582561,7942133088,0,56
2837582562,2837582538,0,60
2837582563,2837582569,0,100
2837582564,2575619517,0,61
2837582564,2575619520,0,85
2837582564,2837582568,0,75
2837582565,7941961013,0,82
2837582565,2837582517,0,71
2837582565,2575626605,0,92
2837582566,2837285295,0,60
2837582566,2837582537,0,84
2837582566,2837582596,0,88
2837582568,2575619516,0,78
2837582568,3773002143,0,72
2837582568,2837582564,0,70
2837582569,2837582556,0,85
2837582569,2837582563,0,70
2837582569,2837582738,0,73
2837582570,4150844669,0,76
2837582570,3001634734,0,98
2837582570,2837582592,0,90
2837582572,7941961013,0,77
2837582572,2837582582,0,96
2837582572,7941961014,0,70
2837582573,2837582561,0,88
2837582573,7942088322,0,65
2837582573,2575619522,0,86
2837582575,2837582585,0,84
2837582575,2575619509,0,63
2837582575,2837582580,0,74
2837582579,2837582593,0,99
2837582579,2837285287,0,85
2837582579,2837582526,0,97
2837582580,2837582599,0,66
2837582580,7942088311,0,73
2837582580,2837582575,0,78
2837582582,2837582595,0,78
2837582582,7941961015,0,75
2837582582,2837582572,0,50
2837582582,7941961022,0,96
2837582585,2837582575,0,52
2837582585,2837582715,0,68
2837582585,3773002144,0,88
2837582589,2837285421,0,51
2837582589,2837582718,0,83
2837582589,2837285420,0,58
2837582590,2837285425,0,69
2837582590,2837285413,0,50
2837582590,2837582593,0,69
2837582591,4149386092,0,64
2837582591,2837582714,0,63
2837582591,2837582752,0,70
2837582592,2837582570,0,51
2837582592,3001634735,0,99
2837582592,7912303853,0,94
2837582593,2837285446,0,67
2837582593,2837582579,0,85
2837582593,2837582590,0,82
2837582595,2837582582,0,85
2837582595,2837582598,0,86
2837582595,2837582732,0,86
2837582596,2837582724,0,59
2837582596,2837285421,0,56
2837582596,2837582566,0,52
2837582598,2837582600,0,79
2837582598,2837582595,0,72
2837582598,7941961021,0,59
2837582599,2837582580,0,58
2837582599,2837582715,0,66
2837582599,2837582705,0,73
2837582600,2837582717,0,87
2837582600,2837582598,0,65
2837582600,7941961021,0,64
2837582705,2837582599,0,66
2837582705,2833127683,0,69
2837582705,2837582723,0,55
2837582706,2833303018,0,86
2837582706,7912298340,0,75
2837582706,7912298340,1,86
2837582707,2837582727,0,63
2837582707,3001634735,0,96
2837582707,3001634734,0,54
2837582714,2837582591,0,96
2837582715,2837582599,0,70
2837582715,2837582723,0,100
2837582715,2837582585,0,80
2837582717,2837582600,0,61
2837582718,2837285449,0,81
2837582718,2837582589,0,94
2837582718,2837285447,0,94
2837582721,2837285449,0,86
2837582721,2837582724,0,56
2837582721,2837582740,0,88
2837582723,7942088306,0,91
2837582723,2837582705,0,69
2837582723,2837582715,0,52
2837582724,2837582596,0,96
2837582724,1880442934,0,86
2837582724,2837582721,0,74
2837582724,2841299659,0,55
2837582727,2841299672,0,99
2837582727,4150844687,0,53
2837582727,2837582707,0,99
2837582732,2837582736,0,71
2837582732,2837582595,0,72
2837582732,2837582734,0,77
2837582734,2837582735,0,76
2837582734,2837582742,0,57
2837582734,2837582732,0,99
2837582735,2837582734,0,64
2837582735,7941961022,0,97
2837582735,2837582742,0,91
2837582736,2837582732,0,88
2837582738,2837285480,0,50
2837582738,2837285457,0,90
2837582738,2837582569,0,99
2837582740,2837285477,0,90
2837582740,2837285449,0,74
2837582740,7915731641,0,53
2837582740,2837582721,0,69
2837582742,2837582735,0,83
2837582742,7942020285,0,52
2837582742,2837582734,0,70
2837582744,2837285480,0,84
2837582744,2837582747,0,86
2837582744,2837582762,0,59
2837582745,1880442977,0,70
2837582747,2837582744,0,82
2837582747,2575638639,0,94
2837582747,2837583001,0,64
2837582752,2837582591,0,59
2837582753,3773002149,0,53
2837582753,2841299689,0,93
2837582753,2837582766,0,96
2837582754,7942020285,0,75
2837582754,2837582755,0,78
2837582754,7941961027,0,98
2837582755,2575612012,0,88
2837582755,2837582754,0,86
2837582755,7941961026,0,82
2837582758,7942020285,0,55
2837582759,2837582762,0,64
2837582759,2837285539,0,77
2837582762,2837582744,0,68
2837582762,2837582759,0,100
2837582762,2837582798,0,75
2837582765,2833303066,0,59
2837582766,2837285534,0,58
2837582766,2837285509,0,71
2837582766,2837582753,0,55
2837582767,2837582790,0,80
2837582767,2841299698,0,86
2837582767,2837582780,0,97
2837582774,2833303090,0,53
2837582774,2833303076,0,85
2837582774,3430413670,0,75
2837582776,2837582778,0,66
2837582777,2837285521,0,55
2837582777,2837285540,0,75
2837582777,2837583004,0,82
2837582778,2575612013,0,77
2837582778,2575612012,0,99
2837582778,2837582776,0,94
2837582780,2837582800,0,58
2837582780,2837582787,0,98
2837582780,2837582767,0,58
2837582787,2837582780,0,80
2837582790,2837582797,0,85
2837582790,2837285552,0,62
2837582790,2837582767,0,81
2837582797,2837582800,0,75
2837582797,2837582790,0,91
2837582797,2837583036,0,86
2837582798,2837583001,0,62
2837582798,2837285539,0,85
2837582798,2837582762,0,89
2837582798,2837285602,0,97
2837582800,2837582797,0,83
2837582800,2837582780,0,65
2837582800,2841299737,0,65
2837582800,7942160048,0,54
2837583001,2837285552,0,67
2837583001,2837582798,0,99
2837583001,2841299747,0,77
2837583001,2837582747,0,70
2837583004,2837583018,0,93
2837583004,2837582777,0,86
2837583004,2837285559,0,55
2837583004,2837285545,0,57
2837583008,2841299736,0,92
2837583014,2837285577,0,76
2837583014,2575636013,0,77
2837583014,7942020320,0,73
2837583015,2837285540,0,72
2837583015,7942133097,0,62
2837583015,2837583034,0,70
2837583017,2837583044,0,72
2837583017,1880443004,0,88
2837583017,2837285582,0,91
2837583018,2837583004,0,51
2837583024,2837583035,0,99
2837583034,2837285559,0,69
2837583034,2837583015,0,60
2837583034,7942133097,0,72
2837583035,2837583024,0,89
2837583035,2575637692,0,78
2837583035,7942020314,0,89
2837583036,2837582797,0,59
2837583036,2837583074,0,78
2837583036,2837583049,0,52
2837583044,2837583085,0,64
2837583044,3777922970,0,62
2837583044,2837583017,0,93
2837583048,7942160046,0,73
2837583049,7942160048,0,59
2837583049,2837583036,0,98
2837583049,2837583061,0,96
2837583060,7942160051,0,55
2837583060,7942160047,0,57
2837583060,7942160054,0,97
2837583061,2837583081,0,53
2837583061,2837583049,0,65
2837583061,2837583064,0,89
2837583063,2837583068,0,59
2837583063,7942020312,0,68
2837583063,7942020314,0,50
2837583064,2837583086,0,71
2837583064,7942160046,0,94
2837583064,2837583061,0,57
2837583064,3430413681,0,69
2837583067,2833303168,0,78
2837583068,2837583094,0,80
2837583068,2837583063,0,51
2837583068,3777922971,0,71
2837583070,7942160051,0,63
2837583074,2841299757,0,97
2837583074,2837285602,0,84
2837583074,2837583036,0,63
2837583074,3430413685,0,63
2837583076,2837583322,0,84
2837583077,2833303177,0,83
2837583080,7942020312,0,98
2837583080,3430413682,0,66
2837583080,2837583323,0,85
2837583081,2837583061,0,80
2837583084,7912199190,0,89
2837583085,2837583044,0,96
2837583085,2841299761,0,59
2837583085,2841299748,0,94
2837583086,2837583064,0,94
2837583088,7942020323,0,92
2837583088,3430413684,0,51
2837583088,2837285583,0,74
2837583094,2837583095,0,87
2837583094,2837583068,0,92
2837583094,2837583349,0,83
2837583095,2837583301,0,52
2837583095,2837583094,0,66
2837583095,2837583368,0,60
2837583099,3430413681,0,53
2837583100,2837583363,0,68
2837583301,2837583095,0,62
2837583303,2833303161,0,100
2837583303,3430413688,0,94
2837583303,2833303166,0,89
2837583304,3777922972,0,67
2837583304,2575613686,0,53
2837583304,2837583322,0,79
2837583306,2837583359,0,91
2837583306,7942133126,0,50
2837583306,2837583344,0,54
2837583307,2837285590,0,74
2837583307,2837285623,0,92
2837583307,2837583320,0,67
2837583308,7942039553,0,92
2837583316,2837583546,0,92
2837583316,2837583546,1,73
2837583316,2833303105,0,56
2837583320,2837583338,0,51
2837583320,7954368028,0,68
2837583320,2837285594,0,91
2837583320,2837583307,0,74
2837583322,2837583076,0,64
2837583322,7942039561,0,74
2837583322,2837583341,0,82
2837583322,2837583304,0,95
2837583323,2837583080,0,56
2837583323,2837583358,0,70
2837583323,2837583333,0,81
2837583325,2837583388,0,88
2837583333,2837583345,0,84
2837583333,2837583323,0,55
2837583333,2837583365,0,61
2837583338,2837583320,0,62
2837583338,2575637109,0,82
2837583341,8841103216,0,79
2837583341,2837583342,0,85
2837583341,2837583392,0,95
2837583341,2837583322,0,51
2837583342,2837583341,0,52
2837583342,7942039555,0,65
2837583342,2837583398,0,83
2837583344,2837285634,0,69
2837583344,7942133106,0,71
2837583344,2837583306,0,81
2837583345,3430413682,0,75
2837583345,2837583333,0,97
2837583345,7954368025,0,60
2837583349,2837583351,0,51
2837583349,2837583094,0,72
2837583349,2837583391,0,93
2837583351,2837583349,0,72
2837583351,2837583397,0,72
2837583351,7942020311,0,90
2837583353,2837583502,0,69
2837583354,7942020306,0,65
2837583354,2837583381,0,82
2837583354,2837583373,0,67
2837583358,2837583365,0,53
2837583358,2837583323,0,90
2837583358,2837583368,0,66
2837583359,7942133125,0,74
2837583359,2837583306,0,51
2837583359,2837285635,0,85
2837583362,2837285650,0,67
2837583362,3430413685,0,64
2837583362,2837285602,0,59
2837583363,7912298330,0,71
2837583363,2837583388,0,75
2837583363,2837583100,0,92
2837583365,2837583358,0,58
2837583365,2837583367,0,55
2837583365,2837583333,0,96
2837583367,2575637694,0,74
2837583367,2837583365,0,83
2837583367,2837583387,0,93
2837583368,2837583358,0,89
2837583368,2837583387,0,90
2837583368,2837583095,0,93
2837583370,2837583395,0,64
2837583373,2837583509,0,76
2837583373,2837583381,0,65
2837583373,2837583354,0,86
2837583376,2841299769,0,59
2837583376,3430413685,0,77
2837583376,2841299757,0,69
2837583376,7942135440,0,88
2837583381,2837583373,0,71
2837583381,2837583501,0,78
2837583381,2837583354,0,84
2837583387,2837583391,0,58
2837583387,2837583367,0,63
2837583387,2837583368,0,91
2837583388,2837583325,0,58
2837583388,2837583363,0,87
2837583388,2837583502,0,84
2837583391,2837583387,0,93
2837583391,2837583397,0,62
2837583391,2837583349,0,58
2837583392,2837583341,0,69
2837583392,2837583398,0,94
2837583392,7942039561,0,95
2837583393,2837583504,0,83
2837583394,2837583504,0,58
2837583395,2837583511,0,77
2837583395,2837583559,0,99
2837583395,2837583370,0,59
2837583397,2837583391,0,91
2837583397,2837583501,0,86
2837583397,2837583351,0,60
2837583398,2837583342,0,70
2837583398,2837583510,0,54
2837583398,2837583392,0,85
2837583399,2837285635,0,84
2837583399,2837285635,1,96
2837583399,2837285634,0,57
2837583501,2837583381,0,61
2837583501,2837583397,0,70
2837583501,2837583508,0,59
2837583502,2837583353,0,96
2837583502,2837583388,0,51
2837583502,2837285653,0,98
2837583503,7950757470,0,70
2837583504,2837583393,0,76
2837583504,2837583526,0,76
2837583504,2837583394,0,69
2837583504,7942135438,0,78
2837583505,2837285656,0,97
2837583505,2837583565,0,90
2837583505,3773464585,0,97
2837583508,2837583509,0,67
2837583508,2837583554,0,59
2837583508,2837583501,0,99
2837583509,2837583373,0,62
2837583509,2837583508,0,56
2837583509,2837583510,0,58
2837583510,2837583509,0,61
2837583510,2837583574,0,51
2837583510,2837583398,0,98
2837583511,2837285689,0,89
2837583511,2837583395,0,89
2837583511,2837583529,0,67
2837583516,2837583526,0,88
2837583520,2837285686,0,86
2837583520,2837285635,0,89
2837583520,7942133138,0,64
2837583523,2837583524,0,88
2837583523,3773464586,0,64
2837583523,2837583557,0,64
2837583524,2837583523,0,93
2837583524,2837285734,0,51
2837583524,2837285664,0,72
2837583526,2837583504,0,55
2837583526,2837285664,0,94
2837583526,2837583551,0,99
2837583526,2837583516,0,80
2837583529,2837583589,0,58
2837583529,2837285653,0,82
2837583529,2837583511,0,88
2837583532,2837285676,0,80
2837583532,7912298333,0,95
2837583532,2837583571,0,91
2837583539,2837583551,0,73
2837583539,3777891655,0,61
2837583539,7942135438,0,74
2837583544,2837583558,0,81
2837583544,2837285671,0,80
2837583544,2837583547,0,58
2837583546,2837583316,0,60
2837583546,2837583316,1,62
2837583546,2833303223,0,64
2837583547,2837583544,0,52
2837583547,7950757468,0,76
2837583547,7950757469,0,98
2837583551,2837583539,0,50
2837583551,2837583563,0,67
2837583551,2837583526,0,76
2837583551,14102237384,0,64
2837583554,2837285699,0,97
2837583554,2837583578,0,92
2837583554,2837583508,0,62
2837583555,2837583577,0,98
2837583555,7942133135,0,63
2837583555,2837285692,0,54
2837583557,2837583523,0,61
2837583557,2837583717,0,78
2837583557,2837583565,0,89
2837583558,2837583544,0,81
2837583558,3430413695,0,94
2837583558,2837285680,0,70
2837583558,7950757467,0,79
2837583559,2837285689,0,65
2837583559,2837285676,0,77
2837583559,2837583395,0,75
2837583560,2837583595,0,99
2837583561,7954368039,0,52
2837583561,3430413685,0,88
2837583562,2837285683,0,97
2837583562,2837285685,0,74
2837583562,2837583763,0,96
2837583563,2837285664,0,70
2837583563,2837583551,0,75
2837583563,2837285720,0,89
2837583564,7954368039,0,97
2837583564,2837583711,0,86
2837583564,2837583781,0,88
2837583565,2837583731,0,84
2837583565,2837583505,0,83
2837583565,2837583557,0,91
2837583566,2837583571,0,95
2837583567,2837583735,0,100
2837583571,2837583584,0,52
2837583571,2837583566,0,83
2837583571,2837583532,0,56
2837583574,2837285695,0,78
2837583574,2837285699,0,79
2837583574,2837583510,0,52
2837583575,2837285677,0,65
2837583575,2837583597,0,83
2837583575,2837583714,0,84
2837583577,2837285692,0,75
2837583577,2837285710,0,97
2837583577,2837583555,0,52
2837583578,2837583554,0,85
2837583578,2837583581,0,74
2837583578,2837583776,0,83
2837583580,2837285719,0,98
2837583580,2837583599,0,90
2837583581,2837583583,0,53
2837583581,2837285739,0,62
2837583581,2837583578,0,68
2837583583,2837583581,0,78
2837583583,2837285721,0,75
2837583583,3430413695,0,69
2837583584,2837583706,0,99
2837583584,2837583571,0,68
2837583584,2837285676,0,79
2837583584,2837285747,0,60
2837583589,2837583529,0,77
2837583589,7912298332,0,68
2837583589,2837285727,0,89
2837583589,2837285689,0,53
2837583595,2837583560,0,94
2837583595,2837583729,0,83
2837583595,2837583725,0,59
2837583597,2837285754,0,79
2837583597,2837285686,0,91
2837583597,2837583575,0,78
2837583598,2837583599,0,55
2837583598,2837285696,0,96
2837583598,2837583745,0,82
2837583599,2837583598,0,57
2837583599,2837583719,0,61
2837583599,2837583580,0,99
2837583600,2837583737,0,87
2837583600,2837583702,0,94
2837583600,7942192555,0,84
2837583702,2837583600,0,58
2837583703,2837583760,0,75
2837583703,2837285683,0,76
2837583703,2837583755,0,70
2837583706,2837285764,0,78
2837583706,2837285689,0,51
2837583706,2837583584,0,61
2837583706,7912298332,0,79
2837583711,2837583746,0,87
2837583711,3774431770,0,95
2837583711,2837583564,0,62
2837583713,2841518977,0,79
2837583713,2837285710,0,55
2837583713,7927950625,0,66
2837583713,2837583748,0,70
2837583714,2837583575,0,94
2837583714,2837285754,0,91
2837583714,2837285730,0,95
2837583714,2837285812,0,100
2837583717,2837583731,0,60
2837583717,2837285734,0,95
2837583717,2837583557,0,96
2837583717,2837583781,0,57
2837583719,2837583599,0,55
2837583719,2837285731,0,57
2837583719,7928057110,0,95
2837583719,2837285778,0,78
2837583720,2837583742,0,90
2837583720,2837285737,0,73
2837583720,3430413700,0,55
2837583720,2841299775,0,83
2837583724,7927736472,0,95
2837583724,2837583725,0,74
2837583724,2837583790,0,96
2837583725,7927736471,0,100
2837583725,2837583724,0,82
2837583725,2837583595,0,89
2837583727,7950757464,0,60
2837583727,2837285745,0,74
2837583727,3430413697,0,85
2837583727,2841299782,0,74
2837583729,2837583595,0,52
2837583729,2837583733,0,99
2837583729,7927736471,0,60
2837583731,7927786600,0,71
2837583731,2837583717,0,86
2837583731,2837583565,0,92
2837583731,13468439669,0,59
2837583732,2837583745,0,60
2837583732,2837285737,0,59
2837583732,3430413700,0,61
2837583733,3774429800,0,99
2837583733,3430413707,0,95
2837583733,2837583735,0,53
2837583733,2837583729,0,76
2837583735,2837583567,0,69
2837583735,2837583737,0,69
2837583735,2837583733,0,96
2837583737,3430413708,0,99
2837583737,2837583600,0,78
2837583737,2837583749,0,68
2837583737,2837583735,0,90
2837583742,2837285772,0,61
2837583742,2837583720,0,57
2837583742,2837583764,0,58
2837583745,2837583732,0,62
2837583745,2837285778,0,50
2837583745,2837583598,0,89
2837583746,2837583759,0,98
2837583746,2837583761,0,66
2837583746,2837583711,0,50
2837583748,2837285771,0,79
2837583748,2841518991,0,81
2837583748,2837583713,0,81
2837583749,2837583737,0,84
2837583755,2841299778,0,50
2837583755,2837583760,0,88
2837583755,2837583703,0,81
2837583759,2837583746,0,65
2837583759,2837583771,0,63
2837583759,2837583780,0,87
2837583760,2837583755,0,92
2837583760,2837583763,0,80
2837583760,2841299787,0,79
2837583760,2837583703,0,76
2837583761,2837583777,0,78
2837583761,2837285772,0,55
2837583761,2837583746,0,88
2837583763,2837583760,0,88
2837583763,3430413702,0,50
2837583763,2841299789,0,65
2837583763,2837583562,0,85
2837583764,2837583742,0,67
2837583764,2837583773,0,89
2837583764,3430413700,0,90
2837583768,3430413702,0,85
2837583768,3430413703,0,63
2837583768,2841299790,0,53
2837583768,2837285695,0,61
2837583771,2837583759,0,59
2837583772,3773056263,0,53
2837583772,2837285803,0,91
2837583772,2837583906,0,72
2837583773,2837583787,0,52
2837583773,2837583764,0,59
2837583773,2837285772,0,52
2837583774,2837285781,0,92
2837583774,3430413700,0,86
2837583774,2841299785,0,88
2837583776,3430413703,0,69
2837583776,2837285794,0,71
2837583776,2841299793,0,55
2837583776,2837583578,0,53
2837583777,2837583761,0,56
2837583777,2837583787,0,76
2837583777,2837583779,0,61
2837583779,2837583799,0,60
2837583779,2837583780,0,93
2837583779,2837583777,0,68
2837583780,2837583779,0,89
2837583780,2837583783,0,92
2837583780,2837583759,0,94
2837583781,2837583717,0,94
2837583781,3774431777,0,88
2837583781,3774431774,0,86
2837583781,2837583564,0,100
2837583782,2837285814,0,85
2837583782,2837285788,0,61
2837583782,3430413705,0,79
2837583782,7928057111,0,97
2837583783,2837583792,0,87
2837583783,2837583789,0,73
2837583783,2837583780,0,52
2837583785,2837285814,0,55
2837583785,2837285781,0,99
2837583785,7928057111,0,69
2837583785,2837583926,0,70
2837583787,2841299785,0,73
2837583787,2837583777,0,74
2837583787,2837583773,0,54
2837583789,2837583783,0,98
2837583790,2837583795,0,77
2837583790,2837583724,0,85
2837583790,7928443968,0,54
2837583792,2837583783,0,68
2837583793,2837285812,0,80
2837583793,2837583935,0,58
2837583793,2837583910,0,57
2837583795,2837583790,0,94
2837583795,7927736470,0,67
2837583795,2837583909,0,71
2837583796,2837583919,0,83
2837583796,2837285745,0,76
2837583796,2841299779,0,83
2837583796,2841299781,0,63
2837583799,2837583779,0,94
2837583800,2837285830,0,63
2837583800,2837285814,0,89
2837583800,2837583907,0,53
2837583903,3430413708,0,56
2837583904,2837285841,0,86
2837583904,3430413705,0,96
2837583904,2837583920,0,90
2837583906,2837583772,0,83
2837583907,2837583933,0,55
2837583907,2841299788,0,80
2837583907,2837583800,0,96
2837583909,2837583912,0,94
2837583909,2837583795,0,88
2837583909,13338446919,0,100
2837583910,2837285851,0,95
2837583910,2837583946,0,68
2837583910,2837583793,0,77
2837583911,3774431774,0,88
2837583911,2837583927,0,70
2837583911,3774431777,0,66
2837583912,2837583909,0,83
2837583912,3430413707,0,86
2837583912,2837583938,0,89
2837583913,2837583927,0,72
2837583913,13338446929,0,58
2837583918,2837285895,0,89
2837583918,2837285842,0,86
2837583918,3430413711,0,81
2837583919,3430413716,0,83
2837583919,2837583796,0,96
2837583919,2837285854,0,90
2837583919,2841299791,0,81
2837583920,2837285885,0,81
2837583920,2837583933,0,61
2837583920,2837583904,0,89
2837583920,2837285830,0,64
2837583921,2837583930,0,95
2837583921,2837285851,0,68
2837583921,2837583959,0,62
2837583921,2841518988,0,50
2837583922,2837285803,0,57
2837583923,3430413711,0,51
2837583923,2837286015,0,79
2837583923,2841518992,0,90
2837583923,2837583954,0,100
2837583924,13338446919,0,57
2837583924,13338446920,0,97
2837583926,2837583785,0,63
2837583927,2837583913,0,89
2837583927,2837583911,0,76
2837583927,3774431781,0,76
2837583929,2841518991,0,52
2837583930,2837583936,0,71
2837583930,2837583921,0,72
2837583930,2837583959,0,85
2837583930,2841518995,0,90
2837583931,2837285845,0,63
2837583931,2882561414,0,50
2837583931,3430413718,0,90
2837583931,2882561413,0,62
2837583932,3430413718,0,94
2837583932,2837583943,0,68
2837583933,2837583907,0,66
2837583933,2841299796,0,100
2837583933,2837583920,0,54
2837583935,2837583793,0,69
2837583936,2837583939,0,69
2837583936,2837583930,0,82
2837583936,2841518998,0,85
2837583936,7927950612,0,70
2837583937,2841299792,0,99
2837583938,2837583912,0,50
2837583938,3774429807,0,57
2837583938,7927786603,0,93
2837583939,2837285895,0,71
2837583939,2837583936,0,71
2837583939,2837285842,0,75
2837583939,7927950611,0,96
2837583940,2837583966,0,86
2837583940,7928359017,0,89
2837583940,3430413716,0,51
2837583943,2837583951,0,61
2837583943,2837286047,0,62
2837583944,3430413716,0,71
2837583945,2837286002,0,71
2837583945,2837285878,0,93
2837583945,2837583966,0,80
2837583946,2837583910,0,80
2837583947,7927736467,0,52
2837583948,2837285851,0,91
2837583950,2841299798,0,58
2837583951,2837583943,0,80
2837583951,3430413718,0,59
2837583951,2837286013,0,90
2837583952,2837285895,0,79
2837583952,7927950634,0,84
2837583952,2837286015,0,71
2837583952,3430413711,0,79
2837583954,2837583973,0,100
2837583954,2837286015,0,76
2837583954,2837583923,0,97
2837583959,2837583930,0,53
2837583959,7927950612,0,83
2837583959,2837583921,0,69
2837583963,2837286003,0,86
2837583966,2837583940,0,96
2837583966,2837583945,0,93
2837583966,7928359018,0,70
2837583969,2837583974,0,85
2837583973,2837583954,0,84
2837583974,2837583983,0,51
2837583974,2837583969,0,63
2837583974,2837286013,0,86
2837583974,2837583978,0,93
2837583976,2837583985,0,71
